,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
1290,ERCC8_proteomics,0.28967591007694743,0.003634447844182206,,,,,,,,,,,,,,
1291,PGLYRP2_proteomics,-0.2896203860683941,0.0036412252484540686,,,,,,,,,,,,,,
1292,ADAM10_proteomics,-0.2895051794105543,0.003655323773222281,,,,,,,,,,,,,,
1293,CA13_proteomics,-0.2893295572515117,0.0036769097305742525,,,,,0.3578124170924849,8.637235567017642e-05,0.33566479865682153,0.0003372614405518018,,,,,,
1294,ZEB1_proteomics,0.2889017499153194,0.0037299703125097928,,,,,,,,,,,,,,
1295,ADIPOQ_proteomics,-0.2888979976665022,0.003730438716153012,,,,,,,,,,,,,,
1296,SLC4A7_proteomics,-0.2886965184747565,0.0037556673436679898,,,,,,,,,,,,,,
1297,RPS6KA1_proteomics,-0.2886024633688884,0.003767496823788655,,,,,,,,,0.3037030013040998,0.0013255946566241618,,,,
1298,RSL1D1_proteomics,-0.2884519844838224,0.0037864921640341077,0.40950331982608695,8.901961328153246e-06,,,0.2600976574163047,0.0049966102082748725,,,0.35141497025159685,0.00017909212322511747,,,,
1299,STRIP1_proteomics,0.2883948741327904,0.0037937237501228242,,,,,,,,,,,,,,
1300,CCDC71L_proteomics,-0.3873404846939144,0.0038079492884632595,,,,,0.3080465195200576,0.0012470080309120695,,,,,,,,
1301,RCN3_proteomics,-0.28814347983869193,0.0038257036035334773,,,,,0.4184600343879148,3.2577469684098944e-06,,,,,,,,
1302,PRR15_proteomics,-0.4271669613632493,0.0038287737301086243,,,,,-0.4191243298849992,3.131334004301057e-06,,,-0.6935381175179203,0.00034460200442399714,,,,
1303,SH3TC1_proteomics,-0.2880862600616345,0.003833016127630896,,,,,,,,,,,,,,
1304,PAFAH1B3_proteomics,0.28796973101972234,0.003847946870953743,0.325976669689232,0.000510383235364411,,,-0.4072411572631849,6.27666458060992e-06,,,,,,,,
1305,FARSB_proteomics,0.28792034073252043,0.003854290875706056,,,,,,,,,,,,,,
1306,FAM3C_proteomics,0.28789743225709663,0.0038572365610664533,,,,,,,,,,,,,,
1307,MYH9_proteomics,-0.28787236968894325,0.0038604615363485853,,,,,0.4218273476657571,2.6632579967977044e-06,,,,,,,,
1308,BMP1_proteomics,-0.28766827468656897,0.0038868137623812226,,,,,0.3718998940416749,4.269300488495542e-05,,,0.3727008244966104,6.578623334687428e-05,,,,
1309,SCAI_proteomics,0.28757628954751396,0.003898743143485551,,,,,,,,,,,,,,
1310,PLEKHO1_proteomics,-0.28747585700246103,0.003911805427938593,,,,,,,,,-0.3903558167318909,2.714550366808027e-05,,,-0.299979769855356,0.0014528745920211667
1311,FBLN2_proteomics,-0.2873074755392179,0.0039337929784360815,,,,,0.30917223343801004,0.0007736647137175928,,,,,,,,
1312,ZNF664_proteomics,0.2871988010219869,0.0039480424902302216,,,,,,,,,,,,,,
1313,ART3_proteomics,0.2871917470630994,0.00394896900509455,,,,,,,,,,,,,,
1314,ATN1_proteomics,0.2871796383182485,0.003950559903074167,,,,,,,,,,,,,,
1315,ACBD7_proteomics,0.2868504142910654,0.003994034882957742,,,,,,,,,,,,,,
1316,PPP1CC_proteomics,0.2868052465634039,0.00400003264768507,,,,,-0.2668997796853899,0.003933921336436727,,,,,0.40039140663311695,4.831388062797403e-05,,
1317,VPS53_proteomics,0.2867827345915,0.004003024988305397,,,,,,,,,,,,,,
1318,FLOT2_proteomics,0.2867657900218298,0.0040052786170692144,0.294171228477351,0.00181235532657032,,,,,,,,,,,,
1319,RASGRP2_proteomics,0.286755568136657,0.004006638676662688,,,,,,,-0.4731973372682005,1.7844330199052092e-07,-0.4046579281461644,1.2757564083961102e-05,0.734812400785978,6.516777311489552e-05,,
1320,NR2F1_proteomics,0.2865263079428447,0.004037251229286674,,,,,,,,,,,,,,
1321,C1R_proteomics,-0.2864905324988496,0.00404204704216869,,,,,0.3274229173708321,0.00035447728213780483,,,,,,,,
1322,GLIPR1_proteomics,-0.28631881382251906,0.004065137411056992,,,,,,,,,,,,,,
1323,EPHA4_proteomics,0.286208690116085,0.0040800072883431,,,,,,,,,,,,,0.314405118243268,0.0008225604123766285
1324,NECTIN3_proteomics,-0.2861973576615661,0.004081540250904132,,,,,,,,,,,,,,
1325,COL18A1_proteomics,-0.28606880668429224,0.004098965645000562,-0.2781563513203945,0.003257846031165511,,,,,,,,,,,,
1326,LAMP1_proteomics,-0.28602668902776696,0.004104689231594984,,,,,0.2761903213763691,0.0028099464291935178,,,,,,,,
1327,GPM6A_proteomics,0.28598792075756885,0.004109963962007837,,,,,,,,,,,,,,
1328,WNT5A_proteomics,-0.28577304919656915,0.004139308871195064,,,,,,,,,0.3099596060852554,0.0010383036647151622,,,0.31249454162265683,0.0008883924053822498
1329,DHPS_proteomics,0.2856810476526427,0.004151930594123467,0.27315201195263383,0.0038864372897405353,,,,,,,,,,,,
1330,UPF3A_proteomics,0.2856539770029409,0.004155650965046279,,,,,-0.35872123769197906,8.261508770625126e-05,,,,,,,,
1331,HDLBP_proteomics,-0.2855571294052068,0.00416898530654671,-0.30083924292733993,0.0014055739226316926,,,0.3555168582090487,9.65838306409942e-05,,,,,,,,
1332,PTGES_proteomics,-0.2854805211788998,0.004179560068647628,,,,,,,,,,,,,,
1333,ZDHHC4_proteomics,0.2854563246504337,0.004182905056579158,,,,,,,0.39399551330571786,0.0007390699510568902,,,,,,
1334,GSS_proteomics,-0.28544569027513844,0.004184375935003161,,,,,,,,,,,,,,
1335,RBMS1_proteomics,-0.2853006630252336,0.0042044813234202606,,,,,0.41296376521701617,4.505385378914159e-06,,,0.2780162896075907,0.003421965475648464,,,,
1336,RPS6_proteomics,-0.2852872028534397,0.00420635169863096,,,,,,,,,,,,,,
1337,FARP1_proteomics,0.2852767310344714,0.004207807337297053,,,,,,,,,,,,,,
1338,CASTOR1_proteomics,0.28506194236912624,0.004237763503393251,,,,,,,,,,,,,,
1339,GABARAPL2_proteomics,0.28503425215129363,0.004241639228382607,-0.29709690334334965,0.0016222864172067062,,,0.23399985655749175,0.011835760366274643,,,,,,,,
1340,HAVCR2_proteomics,-0.29849657838787336,0.0042678115053979395,,,,,,,,,,,,,,
1341,ZSWIM8_proteomics,-0.28466680323754656,0.0042933705215736535,,,,,,,,,,,,,,
1342,ARHGAP25_proteomics,-0.2845265302038289,0.004313266908444077,,,,,,,-0.3595005704478397,0.00011470222126506894,-0.4661374699208939,3.252357252415027e-07,,,,
1343,FADS2_proteomics,0.2844331591744484,0.004326556274689848,,,,,0.263807964925216,0.004388896264858276,,,,,,,,
1344,TRAF4_proteomics,0.2843946704088646,0.004332044953996467,,,,,,,,,,,,,,
1345,MTMR1_proteomics,0.2843940835437781,0.004332128691798724,,,,,,,,,,,,,,
1346,ACOT1_proteomics,0.2842395677529649,0.004354226354510168,,,,,,,,,,,,,,
1347,DCPS_proteomics,0.28418700805795005,0.004361765933342529,,,,,,,,,,,,,,
1348,ZBTB16_proteomics,0.2841574790949915,0.004366006910732899,,,,,,,,,,,,,,
1349,ATP11C_proteomics,-0.2840958867050871,0.004374864711309769,,,,,0.5287172399825971,1.2498576295847146e-09,0.2894792568998049,0.002159608053545476,,,0.3504138463951885,0.0019141651405864325,,
1350,UHRF1BP1_proteomics,-0.2839690857577942,0.004393150868984717,,,,,-0.3418508475370544,0.00018460994312282777,,,,,,,,
1351,CELSR2_proteomics,0.2839400253664521,0.0043973513055991596,,,,,-0.2713203722483698,0.003356740397951616,,,,,,,,
1352,IGFBP6_proteomics,-0.28381397627761074,0.0044156121559984895,,,,,,,,,,,,,,
1353,CACHD1_proteomics,0.28372711609298484,0.004428235014832671,,,,,,,,,,,,,,
1354,CLDN12_proteomics,0.38140332755634704,0.004433102604468475,,,,,,,,,,,,,,
1355,PET117_proteomics,0.29728438039911864,0.004434223370510204,,,,,,,,,,,,,,
1356,SHB_proteomics,-0.2836700459267704,0.004436546186710127,,,,,,,,,,,,,,
1357,PLCD3_proteomics,0.28346305054314475,0.004466807972023047,,,,,,,,,,,,,,
1358,SASH1_proteomics,0.2834528287783309,0.004468307106699791,,,,,,,,,-0.2766590719945816,0.0035892497225018024,,,,
1359,TJP1_proteomics,0.28332371598511363,0.004487281594897875,,,,,0.3466795078876781,0.00014733623280794572,,,,,,,,
1360,RPL14_proteomics,-0.28312457892124737,0.004516687801742239,,,,,0.3188799773447435,0.0005139361442606635,,,0.3294569813310578,0.0004684610602918298,,,,
1361,RFTN2_proteomics,0.28311672528367976,0.0045178510483536855,,,,,,,-0.3601069448519185,0.001114976080255573,,,,,,
1362,FREM2_proteomics,0.28307437946256786,0.0045241277320613935,,,,,,,,,,,,,,
1363,DUS3L_proteomics,0.28302346740618944,0.004531684435041724,,,,,,,,,,,,,,
1364,NCOR1_proteomics,0.28265256436797065,0.004587076839377071,,,,,,,,,,,,,,
1365,AFM_proteomics,-0.28246131292102344,0.004615874441306391,,,,,,,,,,,0.33586332613779496,0.0007703195062317332,,
1366,COLGALT1_proteomics,-0.2823755636867025,0.004628838340508354,,,,,0.5290024876770371,1.2200047021712356e-09,,,0.3752957073187173,5.7943641980585524e-05,,,,
1367,ATG5_proteomics,-0.28234006588915345,0.004634214525903725,,,,,,,,,,,,,,
1368,PRKRIP1_proteomics,0.2822765692932536,0.004643845047643099,,,,,,,,,,,,,,
1369,C1S_proteomics,-0.2821693630281603,0.00466014550031371,,,,,0.3350024040055341,0.00025262124050435284,,,,,,,,
1370,IGLL5_proteomics,-0.2820754833961936,0.004674461530662324,,,,,,,,,,,,,,
1371,PTAR1_proteomics,0.2820407841882105,0.004679762845689089,,,,,,,,,,,,,,
1372,DBNL_proteomics,-0.2819403743281974,0.004695133575893842,,,,,,,,,,,,,,
1373,AADAT_proteomics,-0.30926245174921146,0.004696311929025967,-0.5001495126067258,0.0010150214546287564,,,0.5536874373999103,4.457305557253966e-06,,,,,,,,
1374,STK11_proteomics,0.2818803683110247,0.00470434075239192,,,,,,,0.3313137284361745,0.0017207211769427672,,,,,,
1375,CRY2_proteomics,0.3272343051676575,0.004715020812951847,,,,,,,,,,,,,,
1376,SERPIND1_proteomics,-0.281792346062534,0.004717875782298571,,,0.3669305442981477,0.0006447956910226287,0.2714730353888519,0.003338242990736387,-0.3068637672525203,0.001111406372433762,,,0.3511687223752633,0.0004206208895381559,,
1377,LXN_proteomics,-0.28175871680759745,0.004723056049158438,,,,,,,-0.3399424039321878,0.0002796598356909994,,,,,,
1378,FAM234A_proteomics,0.2816949192075539,0.004732897392069032,,,,,,,,,,,,,,
1379,SERPINA5_proteomics,-0.2815557873025045,0.004754423114438613,,,,,,,,,,,,,,
1380,P4HB_proteomics,-0.2815180429941391,0.004760277726787098,,,,,0.2505630940813727,0.006915987183900425,,,,,,,,
1381,ANKRD63_proteomics,0.3853414091260901,0.00478701208576497,,,,,,,,,,,,,,
1382,ARHGAP5_proteomics,0.281339411610862,0.004788072899621486,,,,,,,,,,,,,0.3196440644060952,0.0006642693966786767
1383,IMPDH1_proteomics,-0.281269062580362,0.004799058879151197,,,,,,,,,,,0.3428283142318821,0.0005871342574959206,,
1384,CSE1L_proteomics,0.28123045459580764,0.004805097590761512,,,,,,,,,0.3419458773502792,0.00027348481675317453,,,,
1385,LYVE1_proteomics,-0.2810339373858459,0.004835940065566557,,,,,,,-0.2624662192719631,0.0056045623420192545,,,0.4177091909834008,0.00019246780651102055,,
1386,PRKACA_proteomics,-0.2810284038356007,0.004836811077418139,-0.3127145943910934,0.0008805720975536162,,,,,,,,,,,,
1387,C2CD2_proteomics,-0.28075861616160863,0.004879447010731979,,,,,,,,,,,,,,
1388,XXYLT1_proteomics,0.2807468125730446,0.004881320010544307,,,,,,,,,,,,,,
1389,GGCX_proteomics,-0.2806748868332248,0.004892747069086286,,,,,,,0.35231474916490296,0.0001602183945247479,0.31069009157755023,0.0010087591594132206,,,0.3713271016311065,6.50256849264903e-05
1390,MAPT_proteomics,0.28034116707540024,0.004946078380941364,,,,,-0.4834323479832534,4.434067262422071e-08,,,,,0.3750070226362865,0.0002707935054638122,,
1391,TUBGCP3_proteomics,0.2802912241511619,0.004954104057398085,0.26433375628867833,0.005262652438283908,,,,,,,,,,,,
1392,COL5A1_proteomics,-0.2802529944532213,0.004960255285528206,,,,,,,,,0.3617761041136906,0.00011096050372329053,,,,
1393,ANGEL2_proteomics,0.28024014636890315,0.004962324091709307,,,,,-0.4842666389757003,4.170967954522435e-08,,,,,,,,
1394,CGAS_proteomics,-0.3275898400986835,0.004969530243743858,,,,,,,,,,,,,,
1395,MESD_proteomics,-0.2801356695269052,0.00497917555438796,,,,,,,-0.2833001701211718,0.002708410577922253,,,,,,
1396,NFU1_proteomics,-0.2800320988771077,0.004995931114115011,,,,,-0.2756071322013417,0.002870899405167989,,,,,,,,
1397,ASPH_proteomics,-0.27993955329356685,0.005010945488627231,,,,,0.3478811484647677,0.00013921563013081077,0.3369404324495567,0.00031903143441346505,,,,,,
1398,MMP2_proteomics,0.27992018449152833,0.005014092914421211,-0.2777664082322726,0.003303323117955348,,,,,,,,,,,,
1399,SOCS6_proteomics,-0.37617897756212415,0.005056108481673566,,,,,,,-0.3874193522925575,0.002433391687991914,,,,,,
1400,HNRNPDL_proteomics,0.27963569462441984,0.0050605256045703545,,,,,,,,,,,,,,
1401,IGFBP4_proteomics,-0.2796206372275328,0.00506299380817705,,,,,,,,,,,,,,
1402,PELI1_proteomics,-0.3085888254956973,0.005064754315330065,,,,,,,,,,,,,,
1403,MCMBP_proteomics,-0.27949090689388145,0.0050843035771531144,,,,,0.23143694832728146,0.012822631267043928,,,,,,,,
1404,CA8_proteomics,0.279280580713529,0.005119021799525011,,,,,-0.3117878529505046,0.0006938666888119088,,,,,,,,
1405,VPS4B_proteomics,-0.2791365822948097,0.005142912879017667,,,,,,,-0.3482942111126037,0.0001924968860708181,,,0.3670594340297269,0.00021712100197680126,,
1406,PLAU_proteomics,-0.278912917799607,0.005180218244221548,,,,,0.3693319986353616,4.866330264324229e-05,,,0.4518651709840114,8.135765501967519e-07,,,0.3856654233448133,3.170871214697367e-05
1407,PDIA3_proteomics,-0.2789044127415569,0.00518164155498251,,,,,0.2762747374056541,0.0028012208191790307,-0.2755142371831987,0.003577316143675453,,,,,,
1408,ZNF776_proteomics,0.37510428820031627,0.005193394532818918,,,,,,,,,,,,,,
1409,DDX3Y_proteomics,0.2786941897249181,0.005216932849855961,,,,,,,,,,,,,,
1410,NARF_proteomics,-0.27865459968247885,0.00522360291687809,,,,,0.2584688376691595,0.00941867399664038,,,,,,,,
1411,GRIK5_proteomics,0.2919443537713826,0.005238143156811919,,,,,,,,,,,,,,
1412,PRKCD_proteomics,-0.2782745859869231,0.005288013829557004,-0.3687742266275637,7.363839699432057e-05,,,,,,,,,,,,
1413,GLUD1_proteomics,0.2782303239742205,0.005295561805029111,,,,,-0.2903268776112557,0.0016468406246454305,,,,,,,,
1414,IRAK3_proteomics,-0.2782226124789582,0.0052968778212553825,,,,,,,,,,,,,,
1415,MPP1_proteomics,-0.2781599547237952,0.005307581554337472,,,,,0.29867025461737834,0.00118598892151238,,,-0.5084001720738488,1.6638659293731308e-08,,,,
1416,OLFML1_proteomics,-0.27814720198153897,0.005309762440536167,,,,,,,,,-0.2763280917479417,0.003631141112198272,,,,
1417,LTA4H_proteomics,-0.2781126575038521,0.005315674001896861,,,,,-0.2504671176978964,0.009267222339653429,,,,,,,,
1418,ASPHD2_proteomics,0.2930469946762321,0.0053201407336595325,,,,,,,,,,,,,,
1419,RIT2_proteomics,0.27787673158353565,0.005356204448002515,,,,,,,,,,,,,,
1420,FNDC3B_proteomics,-0.2777935456183893,0.00537056059189833,,,,,0.4745020935747085,8.448314259273776e-08,,,,,,,,
1421,SSH1_proteomics,-0.2777757206391316,0.005373641253490893,,,,,,,,,,,,,,
1422,FZD6_proteomics,-0.2910141526293983,0.005390708098851606,,,,,,,0.29427916643627505,0.001804999202158636,0.3744346757009685,6.044362317298325e-05,,,0.5004563630880492,2.586833750324522e-08
1423,MIOS_proteomics,0.27749839887710265,0.005421773046956403,,,,,,,,,,,,,,
1424,ZNF800_proteomics,-0.290670114969614,0.005448125751868075,,,,,,,,,,,,,,
1425,FDFT1_proteomics,0.2773390385112432,0.005449604536259096,,,,,0.3223722289103907,0.0004421133472007844,,,,,,,,
1426,EFR3B_proteomics,0.2773151332069204,0.005453790410019474,,,,,,,,,,,,,,
1427,SELL_proteomics,-0.27701403320931445,0.005506758865516324,,,,,,,,,,,,,,
1428,ARHGAP35_proteomics,0.276906099691382,0.0055258571394232615,,,,,-0.4162489587124296,3.7141869102140716e-06,0.3585954936465863,0.00011968593943864611,,,,,,
1429,RASGRP1_proteomics,0.27684680672608136,0.005536373742463567,,,,,,,,,,,,,,
1430,APLP2_proteomics,-0.27684331062914946,0.00553699438868154,,,,,,,0.2721073355845458,0.004030615344791323,,,,,,
1431,YWHAB_proteomics,0.2768376197984416,0.005538004788212331,,,,,,,,,,,-0.3907993932974937,7.570044129478595e-05,,
1432,EXOG_proteomics,0.27673943208319274,0.005555463699502414,,,,,,,,,,,,,,
1433,BCAR3_proteomics,0.2765836875672773,0.005583257167871354,,,,,,,,,,,,,,
1434,ALDH5A1_proteomics,0.2764741657925369,0.005602875824627375,,,,,-0.35684255212309346,9.055730005346792e-05,,,,,-0.3217335221076768,0.0013111655996985605,,
1435,RPS6KB2_proteomics,-0.27642652242661897,0.005611429282776463,,,,,,,,,,,,,,
1436,AKAP5_proteomics,0.2763353151882162,0.005627836160044277,,,,,-0.3129679152770769,0.000660397754133324,,,,,,,,
1437,TAOK1_proteomics,0.2761083345711421,0.005668851795515575,,,,,,,,,0.33349183614504485,0.000394666849340744,,,,
1438,F13B_proteomics,-0.2760180001026648,0.00568524902371881,,,,,0.3139213318706501,0.0006344457715533058,-0.2700258491119584,0.004332236408314689,,,,,,
1439,NUCB2_proteomics,-0.275933053454623,0.005700706676284853,,,,,,,,,,,,,,
1440,ILK_proteomics,-0.27589273501525785,0.00570805642982213,,,,,0.35138624996555423,0.00011784233486000552,,,,,,,,
1441,GPRC5C_proteomics,0.37122970640550457,0.005715869837850216,,,,,,,,,,,,,0.3257399633098543,0.0006967302518470699
1442,WDR11_proteomics,-0.2757908131903405,0.005726673551903107,,,,,,,,,,,0.3178998095798345,0.0015081935153912654,,
1443,BAG2_proteomics,-0.27578872202646554,0.005727056089245694,-0.36857794890806905,7.434280398678104e-05,,,0.5077779517415589,6.944750591701524e-09,-0.3409291970036451,0.0002677319531339667,,,0.34437989826767024,0.000552194937373589,,
1444,RND3_proteomics,-0.2890299894231685,0.005729377106215139,,,,,0.4895059164442277,1.0096515895796214e-07,,,,,,,0.38346825452368855,3.547506280271344e-05
1445,DLGAP4_proteomics,0.27570993699171353,0.0057414848003579395,,,,,,,,,,,,,,
1446,EPM2AIP1_proteomics,0.27564517936545285,0.005753368681469158,-0.30815472266068833,0.0010561851076697094,,,-0.2958777402118468,0.0013251643718886555,,,,,,,,
1447,NTM_proteomics,0.2756390523820414,0.005754494193835088,,,,,,,,,,,,,,
1448,CNNM3_proteomics,0.2756032543973808,0.00576107410673406,,,,,,,,,,,,,,
1449,VOPP1_proteomics,0.4094618271696199,0.005779667178859586,,,,,,,,,,,,,,
1450,NFIB_proteomics,0.2754693948348316,0.005785737619290207,,,,,,,,,,,,,-0.3045167096969445,0.0012185917086592422
1451,HDAC9_proteomics,0.3199076646606823,0.005797458707449309,,,,,,,,,,,,,,
1452,PDZD11_proteomics,-0.2753762501347,0.005802954700789476,,,,,,,,,,,,,,
1453,FAM110C_proteomics,-0.34373822913365504,0.005810368658500243,,,,,,,,,,,,,,
1454,DEPTOR_proteomics,-0.2751294638233789,0.005848791287137839,,,,,,,0.3289646896106575,0.0004498119130877324,-0.32858842108096964,0.0004859211943021807,,,-0.3892208098297453,2.6397493125702224e-05
1455,CDH20_proteomics,0.27507852295526136,0.005858292638549351,,,,,,,,,,,,,,
1456,LMBRD1_proteomics,-0.2750709976965908,0.005859697389673336,,,,,,,,,,,,,,
1457,EEF1A2_proteomics,0.2750580630021965,0.005862112626547399,,,,,,,,,,,,,,
1458,SHISA9_proteomics,0.275013969976561,0.005870352556878517,,,,,,,,,,,,,,
1459,HPSE_proteomics,-0.28822345556065365,0.005872345096525554,,,,,,,,,,,,,,
1460,C1QA_proteomics,-0.2749934781156509,0.005874185491539992,,,,,,,,,,,,,,
1461,ZNF281_proteomics,-0.30346551415162026,0.005887086904057174,,,,,-0.2519095797185961,0.0066103453002464285,,,,,,,,
1462,PJA2_proteomics,0.2749187429577972,0.005888183279268567,,,,,,,,,,,,,,
1463,PAX6_proteomics,0.30334967986464634,0.005906970153304378,,,,,,,,,,,,,,
1464,FCHO2_proteomics,-0.2748174042406042,0.005907211145348234,,,,,,,,,,,,,,
1465,LCAT_proteomics,-0.2746657060490525,0.005935796716296154,,,,,0.3951075420704629,1.2428162897050004e-05,,,,,,,,
1466,STYX_proteomics,-0.5065667247960173,0.0059455477146499935,,,,,,,,,,,,,,
1467,SERPINA3_proteomics,-0.2743967727526828,0.00598677545989931,,,,,,,,,,,,,,
1468,ABCC3_proteomics,-0.2743734206445269,0.005991220333739808,0.421531974365294,4.514914333876223e-06,,,,,0.2796591270053198,0.003087798646395609,,,,,,
1469,CYBC1_proteomics,-0.2743602499893709,0.00599372854591508,,,,,,,,,,,,,,
1470,HSD17B7_proteomics,-0.2743172922724902,0.006001915863305035,,,,,,,,,,,,,,
1471,PTPRF_proteomics,0.2742950713430101,0.0060061548446064495,,,,,,,0.3850418202269308,3.27377383010714e-05,0.30234373764879,0.0013968642810719715,,,,
1472,CDK14_proteomics,0.2742511725367885,0.006014537016665478,,,,,,,-0.3103040718294826,0.0009697719047489873,,,,,,
1473,SLAIN2_proteomics,-0.2742026021692026,0.0060238232790020075,-0.30934711005658794,0.0010074157417421323,,,,,,,,,,,,
1474,DAZAP1_proteomics,-0.2741703111640528,0.006030004093287405,,,,,,,,,,,,,,
1475,PLG_proteomics,-0.2740979101403616,0.00604388280362431,,,,,0.3682426622903003,5.142466563257016e-05,,,,,,,,
1476,EIF1AY_proteomics,0.2826759040196481,0.006043921801514099,,,,,,,,,,,,,,
1477,NUMB_proteomics,-0.2740864383091931,0.0060460844618108,,,,,0.24782429476897685,0.007576575049203422,,,,,,,,
1478,GNAZ_proteomics,0.2740248648840376,0.006057913707036081,,,,,,,,,,,,,,
1479,ABHD17C_proteomics,0.2740130458947602,0.006060186671253584,,,,,-0.3441693008080957,0.0004545938365639962,,,,,,,,
1480,C7_proteomics,-0.2739999905984316,0.00606269827436827,,,0.40667216832956576,0.00013615957308354032,0.26091378108737034,0.004856843280801161,,,,,0.3244765384938605,0.001184866875563149,,
1481,TRAK2_proteomics,-0.3005539019880037,0.006077133632397966,,,,,,,,,,,,,,
1482,RIDA_proteomics,0.27377890865894505,0.0061053708314045465,,,,,-0.2372128311426472,0.010692910386010477,,,,,,,,
1483,MYH14_proteomics,-0.2737331884986024,0.006114228752708025,,,,,,,,,,,-0.2937705310116377,0.0034943903878512502,,
1484,ACE_proteomics,-0.27354206133078185,0.0061513816307251995,,,,,,,,,-0.2837202812431072,0.002792823267316805,,,,
1485,TBC1D24_proteomics,0.27354157146351993,0.006151477111728182,,,,,,,0.26820398112968824,0.0046126279645568105,,,,,,
1486,MSI2_proteomics,0.27353507204276506,0.0061527440511174895,,,,,-0.5927073291304642,2.9873558506601664e-12,,,,,,,,
1487,USP48_proteomics,0.2735089927156623,0.006157830050132639,,,,,,,,,,,,,,
1488,ATP6V1G1_proteomics,-0.2734005157945214,0.0061790252679136464,-0.30154343435966713,0.0013678672975857337,,,,,,,,,,,,
1489,DDRGK1_proteomics,-0.27331712464071856,0.0061953629349750395,,,,,,,,,,,,,,
1490,FAM168A_proteomics,0.27324673506226554,0.006209183171219209,,,,,,,0.3077632501575105,0.0010726601666455878,,,,,,
1491,CCNH_proteomics,-0.273025820631915,0.006252734955147007,,,,,,,,,,,,,,
1492,SLC25A25_proteomics,0.2729073465733679,0.006276202649446094,,,,,,,,,,,,,,
1493,NAA16_proteomics,0.2728990235721993,0.006277854224521953,,,,,,,,,,,0.3924451189144752,0.00045431116329607625,,
1494,VPS13C_proteomics,-0.27275565656988354,0.006306363774170562,-0.3848955675431936,3.298356090323003e-05,,,,,,,-0.3940090314155126,2.24577274620966e-05,,,,
1495,PXN_proteomics,-0.272707326025003,0.006316000467889772,,,,,,,,,,,0.29216081416247763,0.0036867983231456437,,
1496,H1FX_proteomics,-0.2726616085245976,0.00632512814846636,,,,,,,-0.2964729766754117,0.0016612323422099484,,,,,,
1497,HNRNPA2B1_proteomics,0.2723500194217455,0.006387650011482478,,,,,,,,,,,,,,
1498,ROCK1_proteomics,-0.27221951493811075,0.006413998605885489,,,,,,,,,,,,,,
1499,BAK1_proteomics,-0.3003997319705015,0.006433750148428671,,,,,0.3019036947587069,0.0017484551780975214,,,,,,,,
1500,HSPA5_proteomics,-0.27210296053399763,0.006437612037992776,,,,,0.3759095433597269,3.4724292458655094e-05,,,,,,,,
1501,SLC25A18_proteomics,0.27207707387808105,0.006442867002534915,,,,,,,,,,,,,,
1502,RPS9_proteomics,-0.272032473508672,0.006451929743147253,,,,,0.31754865935561893,0.0005440333689353583,,,,,,,,
1503,LST1_proteomics,-0.3021361901824877,0.006453017927778889,,,,,,,,,,,,,,
1504,CACFD1_proteomics,0.2720021497436318,0.006458097940606442,,,,,,,,,,,,,,
1505,DPY19L3_proteomics,0.2719157188249194,0.006475707633337697,,,,,,,,,,,,,,
1506,PLCG1_proteomics,0.271862418763166,0.006486588330294591,-0.287556169032825,0.0033836926277744863,,,0.3474860175887242,0.0001418388283691789,,,,,,,,
1507,FKBP11_proteomics,-0.2848180485691817,0.006511439161944675,,,,,0.3488087085024114,0.00013323384607626874,,,,,,,,
1508,RGS18_proteomics,-0.3017436451069273,0.0065259416527516725,,,,,,,,,,,,,,
1509,PCYOX1_proteomics,-0.2716152114032308,0.006537265288331809,,,,,,,,,,,,,,
1510,PRAM1_proteomics,-0.2716047277647465,0.006539422137286322,,,,,,,,,,,,,,
1511,CAST_proteomics,-0.2715698483262242,0.006546602586190611,,,,,,,0.3689770237068896,0.00019999942202322067,,,,,,
1512,PPEF1_proteomics,0.3993946664590864,0.006568560719598895,,,,,,,,,,,,,,
1513,BAIAP3_proteomics,0.2713189278883752,0.006598464325483536,,,,,,,,,,,,,,
1514,EIF3F_proteomics,-0.2713160686540015,0.006599057378802685,,,,,,,,,,,,,,
1515,NUDCD2_proteomics,0.27126721835600914,0.006609197044329657,0.32051311110713065,0.0006408913583502711,,,,,,,,,,,,
1516,OSTM1_proteomics,-0.27122156465678604,0.006618685668196478,,,,,,,,,,,,,,
1517,TGFB1_proteomics,-0.2711619364476538,0.006631096899207041,,,,,0.2598893941046593,0.005032846571944063,,,,,,,,
1518,MT-ATP6_proteomics,0.27112945760693274,0.0066378658244543535,,,,,,,,,,,,,,
1519,FTH1_proteomics,-0.27112735654662723,0.006638303917608185,,,,,,,,,,,,,,
1520,NSA2_proteomics,-0.29930241310035177,0.006640030997174214,,,,,,,,,,,,,,
1521,YJU2_proteomics,0.2711181774007825,0.006640218166111457,,,,,,,,,,,,,,
1522,SEC31A_proteomics,-0.27107095553168603,0.006650073689698221,-0.3044821826224747,0.0012202364573392895,,,,,,,,,,,,
1523,CASKIN2_proteomics,0.2708997421660841,0.006685915726544246,,,,,,,,,,,0.4388796987824489,0.004098001242928139,,
